TotalPurchases,TotalSpent,MembershipLevel,LastPurchaseDate,Churn,FavoriteCategory,Customer ID
79,12954.694379552011,Platinum,2023-03-24,1.0,Clothing,11211
95,3264.367227755084,Silver,2023-08-16,1.0,Home and Kitchen,13214
86,4797.425871852439,Silver,2023-09-04,1.0,Health & Personal Care,10985
61,12050.22000930724,Platinum,,1.0,Electronics,15433
62,10249.829909039358,Platinum,2023-11-10,0.0,Pet Supplies,14841
46,3363.921774440373,Silver,2023-08-17,1.0,Beauty,18082
23,2815.484921950828,Silver,2023-11-16,0.0,Pet Supplies,13078
31,5986.932364306522,Gold,2023-11-24,0.0,Sports and Outdoors,13037
22,10433.494579311586,Platinum,2023-06-15,1.0,Pet Supplies,19962
13,11490.71232896343,Platinum,2023-01-25,1.0,Sports and Outdoors,10878
63,11808.245587360021,Platinum,2023-12-23,0.0,Electronics,15994
28,8319.740010755986,Gold,2023-12-15,0.0,Sports and Outdoors,17534
43,11980.069474589278,Platinum,2023-11-16,0.0,Clothing,19464
84,12088.953604199069,Platinum,2023-12-28,0.0,Sports and Outdoors,15781
93,147.40470695950935,Bronze,2023-09-25,1.0,Furniture,19333
55,8259.702759255033,Gold,2023-12-13,0.0,Electronics,10871
76,3000.363719828256,Silver,2023-05-28,1.0,Electronics,14494
41,248.93325122335486,Bronze,2023-06-07,1.0,Home and Kitchen,12577
4,1197.2893057084927,Silver,2023-01-14,1.0,Health & Personal Care,16994
50,11264.459699254545,Platinum,2023-12-20,0.0,Beauty,13669
75,253.08588453959848,Bronze,2023-08-31,,Sports and Outdoors,14406
101,12521.15594269502,Platinum,2023-11-20,0.0,Beauty,17450
5,930.4364363714852,Bronze,2023-10-04,0.0,Beauty,16260
14,1796.7348658451651,Silver,2023-03-06,1.0,Health & Personal Care,14953
21,8237.283247767073,Gold,2023-12-28,0.0,Health & Personal Care,19716
74,12545.399751549912,Platinum,2023-11-27,0.0,Health & Personal Care,10833
43,3809.686911873913,Silver,2023-10-31,0.0,Office Products,15974
23,7802.010059457888,Gold,2023-11-26,0.0,Pet Supplies,19805
93,2666.2269553708766,Silver,2023-06-05,1.0,Clothing,13068
36,10927.011104841102,Platinum,2023-11-15,0.0,Health & Personal Care,18728
90,11864.55548395124,Platinum,2023-11-15,0.0,Sports and Outdoors,17671
75,1972.6339657797441,Silver,2023-01-24,1.0,Pet Supplies,17234
31,3422.819380828639,Silver,2023-02-19,1.0,Beauty,12835
81,3637.5216954642406,Silver,2023-04-08,1.0,Home and Kitchen,14240
61,12645.029707769761,Platinum,2023-12-01,0.0,Furniture,11147
86,10057.507436469848,Platinum,2023-12-07,0.0,Office Products,13349
22,3037.0033662466726,Silver,2023-05-04,1.0,Electronics,12681
96,6659.631355312802,Gold,2023-11-27,0.0,Office Products,10868
58,6549.970885364949,Gold,2023-11-06,0.0,Health & Personal Care,14476
42,8616.437508693702,Gold,2023-11-11,0.0,Sports and Outdoors,10711
19,9178.029509676491,Gold,2023-12-02,0.0,Office Products,19519
82,1320.6592143211742,Silver,2023-11-13,0.0,Beauty,14180
50,11887.96905070768,Platinum,2023-07-02,1.0,Beauty,12855
76,8289.167822770654,Gold,2023-12-09,0.0,Health & Personal Care,18867
72,9859.89000719027,Gold,2023-11-29,0.0,Beauty,19157
84,741.034842667597,Bronze,2023-01-22,,Health & Personal Care,12849
95,869.8971964480055,Bronze,2023-01-02,1.0,Beauty,12453
15,10913.681729403203,Platinum,2023-11-27,0.0,Grocery,11509
15,5181.747408744804,Gold,2023-11-04,0.0,Sports and Outdoors,17774
103,7637.569002742632,Gold,2023-11-26,0.0,Grocery,18740
74,6478.778585922279,Gold,2023-11-13,0.0,Office Products,13745
12,11544.68298061249,Platinum,2023-12-26,0.0,Clothing,17224
45,7261.631036630572,Gold,2023-11-16,0.0,Grocery,17027
61,9123.300332074468,Gold,2023-08-12,1.0,Office Products,10192
12,6873.900284766947,Gold,2023-12-08,0.0,Pet Supplies,10941
63,8645.492783137312,Gold,2023-12-06,0.0,Pet Supplies,14087
83,11637.684695603522,Platinum,2023-11-15,0.0,Home and Kitchen,13048
41,10830.421783911608,Platinum,2023-11-28,0.0,Clothing,18305
102,1600.8333641232082,Silver,2023-07-05,1.0,Home and Kitchen,11792
89,9517.250274979955,Gold,2023-12-12,0.0,Clothing,18040
76,12106.44073188935,Platinum,2023-11-18,0.0,Home and Kitchen,12776
100,5696.0176844377,Gold,2023-11-01,0.0,Sports and Outdoors,17274
68,270.0435184802881,Bronze,2023-06-10,1.0,Sports and Outdoors,18943
45,5480.122334896739,Gold,2023-11-09,0.0,Beauty,15746
69,8844.974096949236,Gold,2023-12-28,0.0,Clothing,12038
51,3417.022436052715,Silver,2023-01-25,1.0,Pet Supplies,18924
98,2142.437605072184,Silver,2023-02-14,1.0,Pet Supplies,19431
73,10381.47233451718,Platinum,2023-11-09,0.0,Clothing,19500
31,4132.608360809086,Silver,2023-11-16,0.0,Grocery,15980
74,2422.9503380270467,Silver,2023-04-08,1.0,Pet Supplies,19723
76,2726.1966023877185,Silver,2023-11-18,0.0,Pet Supplies,19480
45,6887.4456150643655,Gold,2023-11-24,0.0,Beauty,17287
10,6016.634179042416,Gold,2023-11-09,0.0,Beauty,16164
100,10287.010571001952,Platinum,2023-10-11,0.0,Sports and Outdoors,10862
81,10375.697342791682,Platinum,2023-04-06,1.0,Beauty,14591
42,5455.400594380672,Gold,2023-12-26,0.0,Pet Supplies,18622
8,6363.115121157424,Gold,2023-11-06,0.0,Sports and Outdoors,15772
26,9950.115300768284,Gold,2023-12-10,0.0,Pet Supplies,16817
39,4045.9298461408457,Silver,2023-01-17,1.0,Pet Supplies,16172
28,13176.277370566713,Platinum,2023-11-26,0.0,Home and Kitchen,10262
95,6332.613702204065,Gold,2023-11-28,0.0,Grocery,18892
12,11146.20717268291,Platinum,2023-10-19,0.0,Sports and Outdoors,15947
4,4778.121733444402,Silver,2023-04-23,1.0,Pet Supplies,17173
21,5351.013969493292,Gold,2023-12-04,0.0,Clothing,15309
83,11533.596199382506,Platinum,2023-04-17,1.0,Clothing,16995
49,9725.021631470503,Gold,,0.0,Furniture,10582
74,12926.634512104554,Platinum,2023-11-10,0.0,Health & Personal Care,17729
39,11555.652544501667,Platinum,2023-12-08,0.0,Clothing,13374
31,426.22542221326694,Bronze,,1.0,Clothing,19273
52,6866.6547635191255,Gold,2023-10-24,0.0,Sports and Outdoors,18368
17,6442.409213302521,Gold,2023-11-23,0.0,Pet Supplies,10145
36,5476.549352735472,Gold,2023-10-02,0.0,Home and Kitchen,11283
26,3779.9612376954065,Silver,2023-09-17,1.0,Furniture,11550
49,13202.845079625155,Platinum,2023-12-08,0.0,Home and Kitchen,18640
25,5592.913499097706,Gold,2023-04-09,1.0,Clothing,19811
81,5306.703721813252,Gold,2023-12-13,0.0,Grocery,11701
86,7188.29725404897,Gold,2023-08-02,1.0,Pet Supplies,17760
13,9361.422401209262,Gold,2023-12-15,,Grocery,11364
61,2658.347018681588,Silver,2023-03-23,1.0,Sports and Outdoors,13086
62,12598.000135063021,Platinum,2023-12-18,,Health & Personal Care,15617
2,4270.521188385116,Silver,2023-03-02,1.0,Electronics,11352
34,10802.117867620056,Platinum,2023-07-30,1.0,Beauty,15618
14,5276.110964592756,Gold,2023-11-28,0.0,Grocery,13245
101,116.43018595730379,Bronze,2023-12-24,0.0,Furniture,16000
52,13135.135566953477,Platinum,2023-11-11,0.0,Electronics,16325
48,1425.8453409634756,Silver,2023-11-04,0.0,Health & Personal Care,19600
39,4887.464897420193,Silver,2023-09-18,1.0,Health & Personal Care,18593
59,7710.395552868615,Gold,2023-11-27,0.0,Home and Kitchen,19718
32,12086.006670242972,Platinum,2023-11-05,0.0,Sports and Outdoors,13581
86,11031.860178958235,Platinum,2023-11-20,0.0,Furniture,14561
97,6239.708056838884,Gold,2023-12-28,0.0,Electronics,12463
49,12537.123953623613,Platinum,2023-11-12,0.0,Beauty,11703
7,9551.237499816603,Gold,2023-12-15,0.0,Electronics,17709
47,7509.168596495196,Gold,2023-12-02,0.0,Office Products,11877
92,12511.61464201623,Platinum,2023-05-06,1.0,Home and Kitchen,11354
92,1785.999090977944,Silver,2023-12-01,0.0,Sports and Outdoors,19349
8,10464.613633851603,Platinum,2023-12-18,0.0,Beauty,11173
97,11895.002000465298,Platinum,2023-12-08,0.0,Health & Personal Care,14412
99,10669.463059565014,Platinum,2023-12-28,0.0,Health & Personal Care,13305
4,624.6777834865638,Bronze,2023-02-21,1.0,Health & Personal Care,12826
50,11594.77196942485,Platinum,2023-11-21,0.0,Sports and Outdoors,12037
4,8108.032406822157,Gold,2023-12-02,0.0,Pet Supplies,12587
91,4528.266442503168,Silver,2023-11-01,0.0,Home and Kitchen,14787
16,10591.059133543404,Platinum,2023-12-25,0.0,Home and Kitchen,18856
81,7723.181912966133,Gold,2023-11-13,0.0,Sports and Outdoors,11493
98,5174.546909795039,Gold,2023-08-22,1.0,Health & Personal Care,17337
72,4645.6127866299785,Silver,2023-04-30,1.0,Electronics,18509
76,11402.237343499539,Platinum,2023-12-24,0.0,Home and Kitchen,19301
55,1114.0516620748429,Silver,2023-07-23,1.0,Sports and Outdoors,15086
37,9059.192061504904,Gold,2023-12-01,0.0,Grocery,13811
60,6402.0076035348,Gold,2023-12-17,0.0,Grocery,18987
38,13264.593437603799,Platinum,2023-12-29,0.0,Grocery,19586
63,4684.938102083022,Silver,2023-04-09,1.0,Beauty,14465
80,696.1220144933236,Bronze,2023-06-16,1.0,Clothing,15801
58,11934.566114765592,Platinum,2023-12-25,0.0,Furniture,11853
97,10980.143840406181,Platinum,2023-11-07,0.0,Sports and Outdoors,13850
6,4605.565717809756,Silver,2023-03-19,1.0,Grocery,16417
3,2453.0239833186606,Silver,2023-11-21,0.0,Furniture,13899
43,961.8700176426354,Bronze,2023-04-01,1.0,Health & Personal Care,17055
7,3181.688838789647,Silver,,1.0,Health & Personal Care,17151
42,8606.10033397224,Gold,2023-11-29,0.0,Grocery,10714
61,7158.273760284171,Gold,2023-01-21,1.0,Health & Personal Care,17930
38,12388.367988561853,Platinum,,0.0,Electronics,13863
95,4102.725283034288,Silver,2023-04-15,1.0,Beauty,12630
40,2983.397250523026,Silver,2023-07-21,1.0,Office Products,14723
17,6842.222306836559,Gold,2023-11-07,0.0,Home and Kitchen,17208
23,4271.985278747387,Silver,2023-03-02,1.0,Home and Kitchen,13651
68,7024.44297864227,Gold,2023-12-01,0.0,Health & Personal Care,10897
78,12905.064056796336,Platinum,2023-12-16,0.0,Pet Supplies,18898
12,425.3452866542298,Bronze,2023-02-09,1.0,Electronics,10788
101,5665.6549088840875,Gold,2023-12-29,0.0,Pet Supplies,18844
11,9121.556263285802,Gold,,,Furniture,13756
36,4526.976871434308,Silver,2023-06-02,1.0,Grocery,14613
41,9281.685751078909,Gold,2023-12-27,0.0,Office Products,10606
21,2849.139889912679,Silver,2023-01-10,1.0,Grocery,18609
24,221.16890859725,Bronze,2023-12-26,0.0,Office Products,19373
35,4132.991227577486,Silver,2023-05-14,1.0,Office Products,16330
17,8282.212025309447,Gold,2023-11-06,0.0,Health & Personal Care,18124
84,7079.672024689886,Gold,2023-11-16,0.0,Pet Supplies,15891
91,10265.302841846828,Platinum,2023-12-18,0.0,Sports and Outdoors,14790
63,1295.9746793283346,Silver,2023-04-13,1.0,Beauty,18988
41,10616.973508228275,Platinum,2023-08-18,,Beauty,17685
90,741.6490933395966,Bronze,2023-11-17,0.0,Clothing,11548
3,8256.358788383362,Gold,2023-12-17,0.0,Health & Personal Care,19492
57,10734.253934996621,Platinum,2023-12-15,0.0,Health & Personal Care,13908
85,8534.013974312735,Gold,,0.0,Home and Kitchen,17756
38,8638.647158379352,Gold,2023-11-23,0.0,Beauty,14327
63,12492.092219679402,Platinum,2023-05-31,1.0,Pet Supplies,15592
33,6812.16203534714,Gold,2023-12-21,0.0,Pet Supplies,18903
86,2711.4394781225938,Silver,2023-02-13,1.0,Clothing,19489
59,5626.636213751636,Gold,2023-12-05,0.0,Pet Supplies,19648
23,192.07539999823857,Bronze,2023-01-14,1.0,Health & Personal Care,18454
91,8968.511190287561,Gold,2023-12-18,0.0,Pet Supplies,17714
89,5587.059611611804,Gold,2023-10-09,0.0,Beauty,15116
95,11506.506468533755,Platinum,2023-11-12,0.0,Home and Kitchen,17132
84,8412.516941154845,Gold,2023-09-16,1.0,Grocery,17683
77,11912.110876890098,Platinum,2023-12-14,0.0,Electronics,11024
10,8193.36554558823,Gold,2023-11-14,0.0,Health & Personal Care,19888
47,5288.588638266898,Gold,2023-07-25,1.0,Beauty,12377
5,6751.417014509207,Gold,2023-12-25,0.0,Electronics,14946
100,1433.249518353738,Silver,2023-07-23,1.0,Beauty,13088
31,4289.942072281571,Silver,2023-05-31,1.0,Furniture,13177
82,6367.637350894419,Gold,2023-12-21,0.0,Electronics,19689
55,9358.22349665108,Gold,2023-12-29,0.0,Furniture,10032
71,200.98333037724174,Bronze,2023-03-10,1.0,Pet Supplies,12706
34,11807.39533010593,Platinum,2023-12-11,,Health & Personal Care,12280
47,153.18435665066067,Bronze,2023-10-07,0.0,Health & Personal Care,17072
30,1802.7167180899894,Silver,2023-04-25,1.0,Sports and Outdoors,19969
36,6259.194971716732,Gold,2023-11-22,0.0,Office Products,14666
86,11356.963104167964,Platinum,,0.0,Clothing,12181
25,12979.930231921444,Platinum,,0.0,Clothing,15822
61,4025.8437534496034,Silver,2023-01-22,1.0,Health & Personal Care,18373
43,3198.344680982225,Silver,2023-07-19,1.0,Home and Kitchen,19336
60,12696.790026963314,Platinum,2023-05-05,1.0,Furniture,12252
84,12343.230710348478,Platinum,2023-11-01,0.0,Sports and Outdoors,12593
25,6721.250426435732,Gold,2023-02-03,1.0,Grocery,19710
71,7290.639191189039,Gold,2023-12-17,0.0,Clothing,15771
14,10354.651916574207,Platinum,2023-11-02,0.0,Beauty,10986
72,409.0209310042446,Bronze,2023-05-03,1.0,Clothing,16858
84,1747.5157178794886,Silver,2023-03-12,1.0,Health & Personal Care,19210
94,7036.518091885174,Gold,2023-12-04,0.0,Health & Personal Care,15046
3,2817.104841411246,Silver,2023-01-12,1.0,Health & Personal Care,10756
103,11268.84007946418,Platinum,2023-01-23,1.0,Home and Kitchen,19605
91,6166.420292993733,Gold,2023-10-19,0.0,Grocery,15332
33,6202.206903951474,Gold,2023-11-20,0.0,Office Products,13172
75,8066.486751416191,Gold,2023-12-07,0.0,Sports and Outdoors,16761
88,2081.3124622760756,Silver,2023-06-11,1.0,Sports and Outdoors,17740
79,8077.135682053569,Gold,2023-11-11,0.0,Clothing,12101
73,1851.2001978935514,Silver,2023-11-30,,Office Products,18693
29,3391.2910520367627,Silver,2023-04-13,1.0,Health & Personal Care,10531
97,2951.037777922786,Silver,2023-06-15,1.0,Furniture,15016
89,8994.863403732363,Gold,2023-12-10,0.0,Health & Personal Care,11935
5,12477.80840514702,Platinum,2023-12-30,0.0,Beauty,12205
4,1618.2077152661175,Silver,2023-01-10,1.0,Beauty,10909
95,6006.468402755226,Gold,2023-11-18,0.0,Grocery,14991
65,3811.8281174086883,Silver,2023-11-19,0.0,Office Products,14930
45,6959.9227844819425,Gold,2023-03-22,1.0,Home and Kitchen,17757
91,11950.516632915243,Platinum,2023-11-29,0.0,Electronics,10142
93,7307.345119355423,Gold,2023-11-02,0.0,Home and Kitchen,18268
61,3838.3637718128803,Silver,2023-06-18,1.0,Beauty,17779
8,4465.7102706058995,Silver,,0.0,Home and Kitchen,12431
63,12841.706659388467,Platinum,2023-12-02,0.0,Sports and Outdoors,15564
26,9594.470431011232,Gold,2023-12-12,0.0,Electronics,12304
57,7848.454491341254,Gold,2023-01-26,1.0,Home and Kitchen,17917
93,8155.399201467337,Gold,2023-12-09,0.0,Home and Kitchen,15709
83,9084.658142408163,Gold,2023-11-26,0.0,Grocery,19087
73,10977.040048446164,Platinum,2023-06-16,1.0,Clothing,14469
12,11263.587302002996,Platinum,2023-11-26,0.0,Sports and Outdoors,12974
10,2168.771849643771,Silver,2023-02-24,,Electronics,10706
25,10113.847249432902,Platinum,2023-12-10,0.0,Health & Personal Care,16304
31,1547.815218341594,Silver,2023-12-19,0.0,Clothing,19894
36,1624.7423973321706,Silver,,1.0,Beauty,11807
38,6782.972564319104,Gold,2023-12-29,0.0,Sports and Outdoors,15341
76,7783.467888334617,Gold,2023-12-16,0.0,Electronics,15979
31,156.2128576246228,Bronze,2023-09-19,1.0,Grocery,11978
65,12701.540849094848,Platinum,2023-06-01,1.0,Home and Kitchen,16169
71,6436.274775345343,Gold,2023-08-06,1.0,Sports and Outdoors,18026
80,6427.321779950429,Gold,,0.0,Sports and Outdoors,12539
82,11806.583492277181,Platinum,2023-11-19,,Sports and Outdoors,15043
95,3300.458644907709,Silver,2023-09-03,1.0,Beauty,11205
30,1932.0771334949245,Silver,2023-02-14,1.0,Beauty,10822
10,7689.114301684496,Gold,2023-02-02,1.0,Beauty,19498
5,4182.3339655728,Silver,2023-07-22,1.0,Electronics,14136
53,12414.708942893343,Platinum,2023-12-29,0.0,Electronics,19752
39,10919.435269536887,Platinum,2023-11-23,0.0,Sports and Outdoors,12870
37,8390.868830260817,Gold,2023-11-22,0.0,Electronics,11000
81,7923.680159552191,Gold,,0.0,Pet Supplies,14170
95,7083.120936497639,Gold,2023-12-29,0.0,Health & Personal Care,13646
59,8734.160917757352,Gold,2023-11-30,0.0,Furniture,10400
37,4640.053525095763,Silver,2023-03-04,1.0,Furniture,16398
21,7886.681582904403,Gold,2023-07-15,1.0,Health & Personal Care,16836
34,4215.114850480611,Silver,2023-10-04,0.0,Grocery,17213
15,8271.559790193061,Gold,2023-11-13,0.0,Sports and Outdoors,19156
51,9149.42301815798,Gold,2023-10-15,0.0,Office Products,14771
46,2215.374544862676,Silver,2023-12-16,0.0,Grocery,16269
83,2494.5212120551428,Silver,2023-02-06,1.0,Clothing,14936
50,835.7484138761639,Bronze,2023-11-24,0.0,Sports and Outdoors,13022
47,11093.220370872465,Platinum,2023-11-15,0.0,Health & Personal Care,12433
15,1241.884779856534,Silver,2023-01-11,1.0,Clothing,17844
71,11326.97787328339,Platinum,2023-11-17,0.0,Clothing,13607
3,5546.925029049574,Gold,2023-11-25,0.0,Sports and Outdoors,17026
82,7171.967728708302,Gold,2023-11-08,0.0,Beauty,15705
18,11219.404928192866,Platinum,2023-12-30,0.0,Clothing,13834
46,11874.448204684244,Platinum,2023-12-16,0.0,Beauty,10492
64,4903.378600226601,Silver,2023-10-21,0.0,Office Products,13215
21,7160.391613575527,Gold,2023-03-15,1.0,Health & Personal Care,15698
20,7561.056918494974,Gold,2023-12-20,0.0,Electronics,10010
66,12971.199207816433,Platinum,2023-12-18,0.0,Electronics,13354
64,9259.738574121928,Gold,2023-12-05,0.0,Home and Kitchen,16365
36,11615.795688996757,Platinum,2023-11-18,0.0,Sports and Outdoors,13174
50,13070.294392537786,Platinum,2023-11-14,0.0,Clothing,11839
104,198.9896842028726,Bronze,2023-02-16,1.0,Clothing,14527
25,490.22496411812193,Bronze,2023-04-03,1.0,Pet Supplies,17218
101,8090.273186819539,Gold,2023-12-19,0.0,Pet Supplies,14618
104,444.1706392233964,Bronze,2023-11-11,0.0,Health & Personal Care,12702
88,7859.784654895096,Gold,2023-11-12,0.0,Furniture,10368
92,5320.218304861609,Gold,2023-08-05,1.0,Furniture,15207
46,12040.845667644717,Platinum,2023-12-21,0.0,Grocery,10000
96,11720.28252948744,Platinum,,0.0,Pet Supplies,11907
70,13243.468124977762,Platinum,2023-11-05,0.0,Office Products,14270
104,10659.07892095236,Platinum,2023-12-07,0.0,Home and Kitchen,12671
55,9111.071925666214,Gold,2023-11-22,0.0,Grocery,14436
39,7126.884786399492,Gold,2023-11-14,0.0,Electronics,12951
38,5505.956333571528,Gold,2023-06-07,1.0,Home and Kitchen,16045
4,9128.469850255178,Gold,2023-11-02,0.0,Beauty,15507
39,11800.16858680907,Platinum,2023-11-02,0.0,Furniture,17045
3,9542.853545920667,Gold,2023-11-20,0.0,Pet Supplies,12048
47,3234.765011765472,Silver,2023-11-19,0.0,Grocery,15063
32,11544.461698141738,Platinum,2023-11-16,0.0,Sports and Outdoors,17084
12,12092.979722532467,Platinum,2023-12-31,0.0,Sports and Outdoors,15531
88,268.21353737167414,Bronze,2023-10-15,0.0,Clothing,14128
38,3511.814937556701,Silver,2023-06-05,1.0,Grocery,12503
23,11520.878766657797,Platinum,2023-03-16,1.0,Electronics,13098
99,12542.983470680672,Platinum,2023-12-12,0.0,Sports and Outdoors,18562
71,6983.210585078941,Gold,2023-12-20,0.0,Grocery,14521
4,8073.926382162107,Gold,2023-11-09,0.0,Clothing,11180
56,6467.078962967815,Gold,2023-11-24,0.0,Sports and Outdoors,19029
48,4297.899175946341,Silver,2023-11-12,0.0,Sports and Outdoors,19635
6,8514.858226089973,Gold,2023-12-09,0.0,Sports and Outdoors,16626
73,682.5263045770253,Bronze,2023-10-25,0.0,Sports and Outdoors,19709
77,8817.910286441025,Gold,2023-11-13,0.0,Furniture,12533
45,2347.5390809821465,Silver,2023-04-12,1.0,Electronics,16119
39,1552.2451904556196,Silver,2023-06-21,1.0,Sports and Outdoors,19948
76,10803.885158235296,Platinum,2023-12-22,0.0,Grocery,15625
23,4017.612806566299,Silver,2023-09-05,1.0,Office Products,15340
22,10076.490659900413,Platinum,2023-07-01,1.0,Office Products,14437
73,11723.132058059391,Platinum,2023-12-24,0.0,Furniture,12236
18,1384.7844453545786,Silver,2023-03-06,1.0,Electronics,16903
95,280.06383143592996,Bronze,2023-07-17,1.0,Sports and Outdoors,18989
98,585.6715055574275,Bronze,2023-11-28,0.0,Electronics,18096
89,1729.1255346711569,Silver,2023-03-29,1.0,Office Products,14164
55,8617.479675552564,Gold,2023-12-15,0.0,Furniture,12903
53,6994.238167920777,Gold,2023-12-24,0.0,Clothing,10362
55,8981.352061247895,Gold,2023-12-20,0.0,Grocery,11757
41,9157.271802080953,Gold,2023-12-10,0.0,Grocery,14085
39,9827.773180930828,Gold,2023-12-15,0.0,Electronics,15817
69,2804.503568944123,Silver,2023-08-18,1.0,Electronics,17677
63,4836.794197844584,Silver,2023-01-25,,Pet Supplies,16446
100,176.1521175957385,Bronze,2023-03-05,1.0,Beauty,10373
97,10791.968473186811,Platinum,2023-12-29,0.0,Clothing,16767
73,5033.426757024197,Gold,2023-11-06,0.0,Sports and Outdoors,13910
36,5016.275556670796,Gold,2023-12-08,0.0,Office Products,12511
24,5891.404710425207,Gold,2023-11-24,0.0,Health & Personal Care,13731
37,7572.699558732528,Gold,2023-11-29,0.0,Sports and Outdoors,16202
25,10957.821662065135,Platinum,2023-12-09,0.0,Pet Supplies,17361
52,8687.47333418457,Gold,2023-08-31,1.0,Pet Supplies,17582
57,830.0306677258545,Bronze,2023-07-24,1.0,Furniture,10612
75,6741.201698377537,Gold,2023-12-07,0.0,Sports and Outdoors,19225
57,8262.91991907324,Gold,2023-12-25,0.0,Office Products,18604
87,11172.36575951154,Platinum,2023-11-09,0.0,Furniture,11789
38,4248.909356471887,Silver,2023-06-11,1.0,Beauty,11100
58,5985.345736598071,Gold,2023-12-26,0.0,Office Products,10020
26,11394.209339849123,Platinum,2023-12-15,0.0,Pet Supplies,10804
13,4371.388451266849,Silver,2023-01-14,1.0,Grocery,13118
97,1775.2114395650253,Silver,2023-02-22,1.0,Health & Personal Care,15115
97,12506.569844745047,Platinum,,1.0,Beauty,17866
98,10175.978001470925,Platinum,,1.0,Home and Kitchen,13449
28,8202.7629947976,Gold,2023-12-16,0.0,Office Products,17815
75,11920.456055642333,Platinum,2023-11-23,0.0,Beauty,13024
69,662.718829956467,Bronze,2023-02-26,1.0,Sports and Outdoors,12512
23,9461.126723018398,Gold,2023-11-29,0.0,Pet Supplies,18340
21,6323.931854856739,Gold,2023-12-03,0.0,Health & Personal Care,13605
85,7963.724189817353,Gold,2023-11-28,0.0,Furniture,19386
78,3260.2809986205366,Silver,2023-08-07,1.0,Pet Supplies,18626
86,7025.078626935885,Gold,2023-08-25,1.0,Sports and Outdoors,13531
30,7050.239832784773,Gold,2023-12-24,0.0,Electronics,14029
73,13066.802087894475,Platinum,2023-11-03,0.0,Furniture,14460
53,9343.768762799793,Gold,,0.0,Electronics,16502
52,9325.877450646429,Gold,2023-12-23,0.0,Furniture,14791
96,11128.112008827959,Platinum,2023-11-07,0.0,Health & Personal Care,19286
48,11685.74470041137,Platinum,,0.0,Clothing,19230
45,9524.484128328915,Gold,2023-12-05,0.0,Office Products,14512
21,987.7261364822508,Bronze,2023-02-13,1.0,Furniture,10996
6,7228.605123203249,Gold,2023-12-10,0.0,Office Products,10916
17,12068.244415913989,Platinum,2023-02-07,1.0,Office Products,14423
36,5780.5955995298045,Gold,2023-11-26,0.0,Furniture,16747
17,11864.087885296542,Platinum,2023-01-17,1.0,Pet Supplies,10958
23,3579.7328578513016,Silver,2023-10-27,,Beauty,12862
85,11702.462960124902,Platinum,2023-11-24,0.0,Pet Supplies,19281
75,4719.861051645196,Silver,2023-02-10,1.0,Clothing,16044
60,4594.981296619727,Silver,2023-02-05,1.0,Pet Supplies,11275
99,115.3746836742337,Bronze,2023-05-12,1.0,Furniture,14554
70,6658.063445122563,Gold,2023-12-24,0.0,Grocery,15184
48,11993.351869475357,Platinum,2023-11-25,0.0,Clothing,12889
91,6743.906571997829,Gold,2023-12-11,0.0,Furniture,14309
7,3196.9711094749664,Silver,2023-07-02,1.0,Grocery,10911
25,10255.120337732442,Platinum,2023-11-29,,Furniture,18700
79,4502.758064037741,Silver,2023-01-27,1.0,Electronics,12760
24,12604.478103554617,Platinum,2023-07-19,1.0,Home and Kitchen,14786
90,6267.617394068351,Gold,,0.0,Furniture,10601
57,10987.398369945278,Platinum,2023-11-10,0.0,Beauty,13812
101,9258.36057632225,Gold,2023-11-05,0.0,Electronics,19304
12,6481.0641232498765,Gold,2023-11-01,,Office Products,17750
37,8056.983001152631,Gold,2023-12-21,0.0,Beauty,15491
27,383.5799475054034,Bronze,2023-04-26,1.0,Health & Personal Care,19440
95,4577.721991867198,Silver,2023-12-02,0.0,Office Products,15456
90,2954.786464757126,Silver,2023-11-29,0.0,Grocery,18771
76,12777.125402005498,Platinum,2023-12-25,0.0,Health & Personal Care,17221
33,5423.15465697725,Gold,2023-11-15,0.0,Beauty,15530
10,9889.66381765014,Gold,2023-11-05,0.0,Health & Personal Care,17842
104,6222.130258788598,Gold,2023-03-22,1.0,Health & Personal Care,13467
29,2107.341506787259,Silver,,1.0,Home and Kitchen,18043
75,7900.955657623422,Gold,2023-05-13,1.0,Furniture,14970
20,9208.809593190057,Gold,2023-09-28,1.0,Home and Kitchen,18443
55,3287.151682727422,Silver,2023-09-01,1.0,Pet Supplies,19459
25,5585.991710667647,Gold,2023-12-22,0.0,Clothing,15899
35,11394.47696003544,Platinum,2023-12-27,0.0,Office Products,18881
85,1705.2314812626437,Silver,2023-07-29,,Office Products,10085
32,11642.442271113352,Platinum,2023-03-26,1.0,Beauty,18808
45,3397.496639715493,Silver,,1.0,Beauty,14503
37,12347.898796252899,Platinum,2023-11-25,0.0,Clothing,12991
48,9004.28706521325,Gold,2023-01-02,1.0,Sports and Outdoors,16281
54,6943.792633283358,Gold,2023-11-26,0.0,Clothing,14090
70,4036.727477865401,Silver,2023-04-24,1.0,Sports and Outdoors,16294
40,6280.509553394531,Gold,2023-11-21,0.0,Beauty,19733
25,8245.670035729334,Gold,2023-12-26,0.0,Electronics,15683
25,8689.787234677906,Gold,2023-12-28,0.0,Furniture,13092
66,9891.573905047204,Gold,2023-04-15,1.0,Home and Kitchen,15377
79,8295.68829312402,Gold,2023-07-29,1.0,Grocery,13658
69,10139.426314852291,Platinum,,0.0,Clothing,18971
